text,category
"@miraculix23 @DDuric @welt Danke. Dann gibt es schon drei Ausdrücke für ""Umvolkung"".",1
"Umvolkung passiert gerade und wird mit den Migrapakt weiter vollzogen. Ebenso die Überfremdung, man braucht sich nur in den Großstädten umschauen.",1
"#illner

#AKK = #Merkel = Überfremdung = Umvolkung = Islam = #Migrationspakt 

Bla bla bla ... hauptsache islamisch MultiKulti = #AKK https://t.co/QKqH70FFhE",1
".
Gewohnt faktenfrei bei den Abzockern am schmutzbraunen Rand
#CompactTV

""#Bundestag sagt Ja zur Umvolkung""
    Jede Verschwörungstheorie zum #Migrationspakt durchgehechelt
      
""Säuberungen in der #AfD?
       Jessica ""Hitlerflasche"" Bießmann AGH Berlin darf unschuldsengeln https://t.co/y2NwzYOU5u",0
"Systhemschreibling. Glaubt Ihnen nicht, Sie vermischen Wahrheit mit Lügen.
Sie wurden speziell ausgebildet und wissen es nicht einmal. 
#Umvolkung
@drumheadberlin 
#INFORMATION 
#VV https://t.co/Pwk79hgFay",1
"@mybestlifestyle Ja, klar, der glaubt vermutlich auch an Exorzismus. Hauptsache Leute verängstigen und Deutungsmacht erhalten. Überlegen Sie, was für ein sinnloser Vorhang so ne Umvolkung wäre. Wir Menschen leben in einem globalen Zusammenhang, egal wo. Wenn Sie viel Angst haben, beraten lassen.",0
"@zeitonline haha, diese Typen und konservativ? ich lache mich kaputt! die finden die #Umvolkung genau so gut, wie die merkel! damit ist doch wohl alles gesagt! @CDU @AfD @aufklaerer2017 @KaramalleMalle @VonSchwer",1
"Es wird wieder die ""Umvolkung"" propagiert. #c0211",0
@Mich99497178M @Klarmann hier Bsp Volksverhetzung Fall für den Verfassungsschutz @vfschutz_schutz #identitäre 👇Narrative Umvolkung NSDAP Sprech https://t.co/JZi9RhuxLS,0
I liked a @YouTube video https://t.co/hWjWBFfuqd Eva Herman: Regierung verschleiert Bevölkerungsaustausch,1
"@TomMayerEuropa #refugeesGoHome
No #umvolkung",1
"https://t.co/3uHLpIfLOx Da soll noch mal einer sagen, diese #MigrantenInvasion und #Umvolkung sei nicht geplant! Es wird doch nachweislich alles getan um noch Millionen von #Migranten die Reise nach #Germoney zu erleichtern! Dieser #UN Migrationspakt wird die Legitimation dazu!",1
"Gutachter warnt #AfD vor Benutzung von Worten wie ""Umvolkung"" oder ""Volkstod"" - der Verfassungsschutz könnte hellhörig werden https://t.co/iU3cXoKSl9",0
Hans Stutz schreibt in der @tachlesnews über Rechtsextremes Vokabular in der «Schweizerzeit» https://t.co/g0oUXTBXFJ #AnianLiebrand #JSVP #SVP #Umvolkung #SchweizerZeit,1
"@tagesschau Egal wer gewählt wird - die Merkel-Sekte hat die eigene Bevölkerung an #Masseneinwanderung und #Bevölkerungsaustausch verraten und verkauft! 

Das soll nun durch den unheilvollen #Migrationspakt wiederholt und sogar verschlimmert werden! 

Die CDU MUSS weg! Nur noch AfD!",1
@ZDFheute Das stört die Flüchtlingsparteien natürlich überhaupt nicht. Jede zivilisationsferne Gestalt ist denen hochwillkommen. Wenn es nur zur Umvolkung des ihnen verhassten Deutschlands beiträgt.,1
"@tochtersatire Der Impuls ist jedenfalls ganz richtig. Wenn ""umvolken / Umvolkung"" ernsthaft fällt, dann ist das ein Warnsignal; Alarmstufe Rot. Also grundsätzlich alles richtig gemacht. (Nur hier war's halt 'n Witz.)",0
Und jetzt der Rotz vom Bevölkerungsaustausch. Wer spielt mit uns Bullshit-Bingo? 16.27 #bz1111,0
"Lügenhetze gegen ""Systemparteien"" und ""Umvolkung"" sind also so tief im Kern der AfD, dass sie sich ohne diese ""auflösen könne"". Passt.

#noafd 

https://t.co/v7FLW1D1eO",0
"@PoggenburgAndre Darf ich den Tweet vorwegnehmen, den Sie sicher gerade tippen?
""Sie glauben auch alles, typisch linksverblendet. Die Umvolkung läuft auf Hochtouren. Zeit, sie zu stoppen.""
Bittegern. Können Sie die Zeit jetzt nutzen, um richtige Politik zu machen.

Kleiner Scherz.",0
"Die Afd will unter Rechtsextremen ""political correctness"" einführen aus Angst vor dem Verfassungschutz.
Das muss diese ""Umvolkung"" sein. Upps, Entschuldigung, Herr #Meuthen. #noFD",0
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"Auf der Bundespressekoferenz der AfD wurde heute bekannt, man darf nicht mehr “Umvolkung” sagen, das sei Nazi und mithin strafbar, strafbar sei auch, Frau Merkels Migrationspolitik zu kritisieren – aber egal, reden wir über Maaßen https://t.co/rHHFQ2y7js",0
"@gayltal @Wilsons_dream @DD_estikay @Her_Of_Twin @joehau69 @Tujus @Joerg_Meuthen So und was tun Sie schon wieder, sie bringen einen Bericht Dritter als Angeblichen Beweis. Ich brauche ein Original. Schauen sie sich mal ""die Macht um acht an"". Dann wissen sie was ich meine. Umvolkung betreibt übrigens die UNO und der Begriff kommt von dort.",1
"Früher war die Welt noch halbwegs in Ordnung. Heute machen Politiker irre Vorschläge, die das ohnehin schon fragile Sicherheitsgefühl hierzulande weiter beschädigen. #Männerhorden #Landverschickung #Kretschmann #Umvolkung #Landnahme #Freiburg #Gruppenvergewaltigung #Gangrape https://t.co/IThoJ8TnuP",0
"@realJohr Ein externes #Gutachten wäre nicht nötig, für Außenstehende ist es offensichtlich das die #AfD z.T #Verfassungsfeindlich ist.

Aber Eine #Partei, die an #Verschörungstheorien wie #Lügenpresse, #Umvolkung, #Klimalüge ect. glaubt, braucht natürlich ein Gutachten.",0
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"@Martin_Sellner @luminaluna70 Lest doch mal, wer so alles für die Umvolkung gekämpft hat,schon 1920! #Merkel mehrfach mit dem Stiftungspreis Kalgeris ausgezeichnet ....für die Öffnung der Grenzen 2015! https://t.co/3ifUNEOH2m",1
#Alternative #Meinungsfreiheit #Umvolkung https://t.co/fFkIlrCkaZ,1
"Es gibt jetzt nur noch einen Ausdruck, der schlimmer ist als ""linksradikale Kräfte in der SPD"": Umvolkung. #Maaßen #Verfassungsschutz",0
"Es wird so getan, als handele es sich um einen verbindlichen völkerrechtlichen Vertrag, den die Regierung nutzt, um Millionen Afrikaner nach Deutschland zu holen. Das Wort „Umvolkung“ wird nicht genannt, ist aber klar gemeint.",1
"#Pressekonferenz #AFD der Begriff #Umvolkung soll unter Strafe gestellt werden.....wenn das so ist, handelt es sich beim #Migrationspakt um eine Einladung zur Kaffeefahrt! #Deutschland ist unser Land! Basta! https://t.co/sH4nmo6uPO",1
"Ach echt?
Die #AfD sagt Sachen, die verfassungsrechtlich und demokratisch bedenklich sind?
Jetzt bin ich aber baff!
https://t.co/OfJ3g1VTqF",0
"@AfDimBundestag @Beatrix_vStorch Das o.g Zitat ist neurechtes Vokabular, meint nationalsozialistischen Begriff Umvolkung. Bismarck-Zitat „Umbringen“ assoziert Völkermord. Wer Migration mit Völkermord verbindet ist nicht rechts, sondern #rechtsextrem! #keineAlternative",0
"Bundestag sagt Ja zur Umvolkung, Säuberungen in der AfD?: Die Woche COMPACT https://t.co/fSmwzu4K27 via @YouTube",1
"Deutschland wird sich auf die sog. #Umvolkung ""der vielen  BRD Bewohner"" einstellen. 
Hier gehts zur Meldestelle: 

https://t.co/hGeJmVc0iD
@welt
@ZDF
@ARDde 
@bundesrat 
#INFORMATION",1
@WilhelmBusch8 @faznet NA DANN ERZÄHLEN SIE MAL WAS FÜR FAKTEN SIE MEINEN! MEINEN SIE DIE HOHE KRIMINALITÄTSRATE IM BEREICH SEXUELLER STRAFTATEN UND MORD? MEINEN SIE DIE SCHON ABSEHBARE UMVOLKUNG MANGELS DEUTSCHER KINDER IN WENIGEN JAHRZEHNTEN? ODER WIESO BEDIENEN SIE SICH PSEUDOINTERLEKTUELLER PHRASEN,0
"@FrankiHgr @UlrikeDesi @RegSprecher Echte Geschichts- und Religionskenner an Bord hier. Halten wir fest: Sie müssen dringend weg aus Deutschland, wird doch viel zu gefährlich hier! Also Umvolkung als Chance! Auf auf!",0
@Hartes_Geld @SteinbachErika Umvolkung brutal....,0
"@cornelia_cagol @EngelGert Paradox Interactive macht doch wirklich gute und komplexe Strategiespiele. 

""Umvolkung Universalis"" oder ""Musel Skylines"" wär doch mal ein lohnendes Projekt...",0
"Ich glaube nicht an Naivität!!Die  Katastrophe Merkel ist mit ihrer Umvolkung noch nicht fertig,und die Abgeordneten lassen sich von dieser Kreatur verschaukeln!       Kriminalität und Schleuser nicht berücksichtigt: Migrationspakt zeigt vereinte Naivität https://t.co/j0865viKAb",1
"@SatireUNfreiesD Ei, ei, ei, das heißt doch nicht Umvolkung sondern Bevölkerungsheterogenisierung!",1
"Die #Umvolkung wird jetzt offen in den #Tagesthemen zugegeben: Es läuft gerade das ""historisch einzigartige Experiment"" der Umwandlung einer mono-ethnischen in eine multi-ethnische Gesellschaft, das ""klappen kann"", jedoch zu vielen ""Verwerfungen"" führt.
#Merkelmussweg https://t.co/10JtWWJTv1",1
"@tagesschau Laut der #Bevölkerungsaustausch-Organisation UN kann Deutschland doch locker 200 Millionen ""Flüchtlinge"" aufnehmen, was durch den #Migrationspakt ja nun in die Tat umgesetzt werden soll! 

Also immer rein mit den ""Geflüchteten""! Der deutsche Malocher zahlt doch gerne!",1
"@GuntramGermany @Imageberatungen @GraefinErlach da werden aber die geschenkten Smartphones heiß laufen schnell eine Nachricht an den Kumpel in Afrika "" komm schnell gibt Geldkarte gleich "" machen sich sofort die nächsten 10 Millionen noch dieses Jahr auf den Weg ! Die geben echt GAS mit ihrer Umvolkung läuft wie geschmiert 😠",1
"Einigermaßen deprimierende (und für mich ernsthaft überraschende) Erkenntnis des Kommentaremitlesens vom Sozialabgaben-Pro/Contra: Wenn man den 🇩🇪-Menschen ans Geld will, ist der schlanke Staat im Zweifel noch wichtiger als Familie und Anti-Umvolkung.",1
"Der Sohn des amerikanischen Präsidenten faselt jetzt auch von der „Umvolkung“. Auch wenn es keine rechte Internationale gibt, der grenzüberschreitende Gleichklang ist besorgniserregend. #Midterms2018 https://t.co/tkswzU0LZX",1
"@maxotte_says @focusonline Was nicht zusammen passt gehört auch nicht zusammen ! Der Euro konnte somit nie funktionieren. Das Einhegen Deutschlands funktioniert nur über einen primitiven Bevölkerungsaustausch oder der Schaffung eines EU-Superstaates a la UdSSR! Beides wollen wir nicht, deswegen AfD. ☝😉",1
"@cducsubt @stephanharbarth Frau Merkel #CDU und ihr alter Chef, der Spitzbart, sind ja bekannt für ihre „Wahrheiten“. #Migrationspakt #Umvolkung https://t.co/NDmPjJwVex",1
"@tagesschau Genossin #Merkel - dem Anlass gemäß - feldgrau gewandet, bekräftigt beim Inspektionsbesuch im Generalgouvernement den #Umvolkung|spakt, um ihrer Nachhut - #Morawiecki, #Kurz &amp; #Merz - Raum für Absetzbewegung nach #Räächts zu verschaffen! #LockMerkelUp #Migrationspakt",1
@Buma2044 Afrika nach Europa geholt werden -dumme Michl sollen arbeiten ! für Umvolkung !,1
#AfD unter Beobachtung: Wovon träumt ihr nachts? @unblogd #Verfassungsschutz #Umvolkung #Tagesschau https://t.co/soiFVIcQRw,0
"@KarinaZurich Typisch nordischer Typ eben.

#Umvolkung",1
"Die @AfD sollte vermeiden:

—Pauschale Diffamierungen von Flüchtlingen &amp; Muslimen
—Religionsfreiheit von Muslimen in DE in Frage stellen
—„Umvolkung“, „Überfremdung“, „Volkstod“ oder „Umerziehung“
—Zusammenarbeit mit extremistischen Organisationen
—Likes für Rechtsextremisten",0
"Um Vorkehrungen gegen eine mögliche Beobachtung der Partei durch den Verfassungsschutz zu treffen, hat die AfD ein internes Gutachten in Auftrag gegeben. Doch dieses kommt zu dem Schluss, dass eine Beobachtung gerechtfertigt sei.
DUMM GELAUFEN 😈
 https://t.co/g6pgW15CoM",0
"Wieder mal dumme #AfD ler:
Da glauben sie fest an die #Umvolkung und müßten daher auch wissen, dass sie sich absehbar in Afrika oder Papua-Neuguinea wiederfinden.
Und trotzdem sind sie gegen den #Migrationspakt, ohne den sie dort sicher nicht mal ein Taschengeld erhalten werden.",0
"@faznet Wenn man Termini wie ""Umvolkung"", ""Kopftuchmädchen"" und ""Messermoslem"" eindeutig der politischen Mitte zuordnet, ist die SPD ganz klar linksradikal 🤣#HifemeinKompassspinnt",0
"@conligit Ja der besorgte Bürger muss sich doch wehren gegen Umvolkung.
😡
Da ist denen doch jedes Mittel recht!",0
@GerberHardcore @infozentrale Nach deiner umvolkung gibt es nur noch Tee für dich.,0
"@tagesschau Wer soll dieser Organisation trauen?

#Migrationspakt = #Bevölkerungsaustausch

""Asylanten erhalten vom #UNHCR und der #EU eine Prepaid-Karte von #Mastercard die automatisch monatlich mit bis zu 550 Euro aufgeladen wird !!!""

https://t.co/2jSc2FA1Nw",1
Ein klarer Wählerauftrag: die Umvolkung beim Namen nennen. https://t.co/b5TQZKv1FO,0
"Trotz aller Relativierung (""hat die Regierung den Ideologen das Feld überlassen, die zum Teil Lügen säen, von „geplanter Umvolkung“ und „globaler Diktatur“ schwadronieren"") ist der #Migrationspakt endlich in der @BILD angekommen.
https://t.co/XfoMA2gtxq",0
"Worte wie ""Umvolkung"" sind ja neuerdings tabu? Evtl besser wenn man ""Schwarzficken"" sagt?
Wer hat noch eine Idee,wie daa hier heißen könnte?? Erbitte Vorschläge! 
(Satire/?) https://t.co/l7b8F6Ve1H",1
Die Nazis haben doch da diesen Islamwissenschaftler. Kann der nicht überzeugendere Dokumente fälschen? Wie sagt man auf arabisch „Umvolkung durch linksgrünversiffte Merkelsystemopfer“? https://t.co/MoeMhULvT2,0
"@ZDFheute Wer soll dieser Organisation trauen?

#Migrationspakt = #Bevölkerungsaustausch

""Asylanten erhalten vom #UNHCR und der #EU eine Prepaid-Karte von #Mastercard die automatisch monatlich mit bis zu 550 Euro aufgeladen wird !!!""

https://t.co/2jSc2FA1Nw",1
@GrueneBundestag @and_smartie @BriHasselmann Ist doch scheiß egal. Geld kann man immer gut gebrauchen. Ich finde ja die Umvolkung in Deutschland tausendfach schlimmer.,1
"Ist das ein Satz? 
Bin verwirrt.
Die Umvolkung hat erste Konsequenzen. Ich verlerne die DEUTSCHE Sprache.",0
"@Leif_Erik_Holm Warum denn nicht mehr Umvolkung, fangt ihr jetzt auch an die Begriffe zu ändern, um das Gleiche zu sagen? 😠",0
"@InsaneKrin @alvar_f @nutellaberliner @georgrestle Das ist ernst gemeint. Es gibt keinen Grund, aus dem die Umvolkung oder was auch immer für eine Verschwörung stattfinden soll, außer, weil die Verschwörer böse sind.  Wie der Teufel, der ist auch nur böse, weil er eben böse ist, nicht, weil er daraus einen Nutzen zieht.",0
"Davidstar Games präsentiert jetzt das neue DLC #Migrationspakt für alle, denen die Umvolkung nicht schnell genug gehen kann.",0
"War der Begriff ""Bevölkerungsaustausch"" nicht vor der Gründung der #NoAFD auch mal positiv besetzt; so in der Art ""Menschen verschiedener Kulturen reden miteinander, leben zusammen, tauschen ihr Wissen aus""? ... oder hab ich das nur geträumt? https://t.co/Wa1Nnd8crx",0
"Während die #SPD die Werbetrommel dafür rührt, daß Deutsche ihre Kinder abtreiben sollen, 
kämpft die #SPD weiter dafür, daß immer mehr muslimische Migranten nach Deutschland kommen...

Wie sollte man es anders bezeichnen als geplante Umvolkung?

#219a https://t.co/hf3xb25y8D",1
"#Migrationspakt ""Eine Umvolkung des deutschen Volkes findet nicht statt"" klingt für mich genauso verlogen wie Ulbrichts ""Niemand hat die Absicht, eine Mauer zu errichten!

DAHER:

EIN KLARES NEIN ZUM UN-MIGRATIONSPAKT",1
"@tazgezwitscher Anders als bei Nutella, wo gilt „Nur wo es drauf steht, ist es auch drin“ gilt in der Politik: was drin ist ist drin! Und zwar unabhängig davon, ob man es als „Umvolkung“ benennt oder nicht. Der Verfassungsschutz ist bei der AfD schon richtig.",0
"„Diese Bankkarten sind ein Beweis dafür, wie die EU die europäische Kultur zerstört“ #umvolkung #Migrationspakt https://t.co/IR3arB6YUa",1
Vereinte Nationen fordern Bevölkerungsaustausch von Deutschland | https://t.co/P7JzF1rQvp https://t.co/RagpbwSnvs,1
"@MariamLau1 Mariam Lau kreiste intellektuell um den Migrationspakt und gebar eine Maus, nämlich die Kritik des blöden AfD-Slogans ""Bevölkerungsaustausch"". Darum geht's aber doch gar nicht!",1
"@Potomaker @MariamLau1 Nein. Es gibt definitiv problematische Stellen im Pakt die man ansprechen soll (insbesonder die die in Richtung Berichterstattung gehen), aber wenn man Unfug wie ""Umvolkung"" und andere Rhetorik nutzt wird es gefährlich.",0
"@SteinbachErika Recht hat er und darum wählen auch soviele die Grünen. Die eigentlichen die diesen Begriff mit den Füßen treten sind die Rechtspopulisten, die stückeln sich das Volk zusammen wie sie es gerne haben wollen. Ein ""reines"" 🇩🇪 hat und wird es nie geben.
#Umvolkung
🇩🇪🙄🇩🇪 https://t.co/wRKgfp3CKN",0
Internes Gutachten für die AfD: Vorsicht bei &amp;#8222;Umvolkung&amp;#8220; https://t.co/EhtyUesS9H,0
@lockereschraube Dafür gibt es schon ein einfaches Wort: Umvolkung.,1
"""Kritiker einer naiven, idealistischen und linken Ausländer- und Sicherheitspolitik"". Ist das Beamtendeutsch für ""die bösen Gutmenschen wollten mich loswerden um die Umvolkung voranzutreiben""? #Maaßen",0
"@zeitonline “Prüfung“ reicht nicht! nicht unterzeichnen! aber das sagt dieser typ ja sowieso nur bis zur Vorsitzenden wahl, denn eigentlich ist auch dieser typ für die #Umvolkung!",1
"@kann_fast_alles Das ist dieselbe „Logik“, die einer Pastorentochter, die mit einer christlichen Partei seit vielen Jahren regierungsfähige Mehrheiten im deutschen Volk hinter sich hat, einen geheimen Plan zur Umvolkung mit muslimischen Einwanderern unterstellt. Plausibel ist das alles nicht.",0
"Frei nach #Maassen: die im weiteren Sinne linksradikalen Kräfte in der #SPD wie Staatssekretär Roth wollen die #Umvolkung = #Migrationspakt um jeden Preis!
Komme was da wolle, der Volkstod ist erklärtes Ziel! https://t.co/e6q7BYSnKJ",1
Movetia goes worldwide – Mobilität und Austausch auch ausserhalb Europas. Ein grosser Erfolg ! https://t.co/aTtCOyXm8M,0
"@jjausdo Der Plan der totalen #Umvolkung wird gnadenlos durchgeführt werden. Die deutsche Bevölkerung begreift, wie üblich, nichts.",1
"@PetrBystronAfD Es ist ein Wahnsinn und ein abgekartetes Spiel. Ein gelangweilter Milliardär mit dem kleinen Hobby ""Umvolkung""!",1
"Laut #Gauland gibt es in der #AfD keine Personen die etwas mit ""der nationalsozialistischen Ideologie"" zu tun haben. Sind wohl alles bedauerliche #Einzelfällchen, dass AfD Abgeordnete mit dem Wort ""Umvolkung"" fröhlich um sich werfen... #noAfD #Phoenix #Verfassungsschutz #PK https://t.co/t9LIfElfoq",0
"@schluppischlupp @Endzeitlos @ZDFheute Ich habe diesen Pakt sorgsam gelesen. Vielleicht sollten Sie das auch mal tun. 
Dann geht ihnen vielleicht ein Licht auf. Stichwort : Umvolkung.",1
"@MiKellner @Ricarda_Lang ohne Umvolkung, keine massenhafte, grüne Wählerschaft... gaaaanz einfach... https://t.co/mN9xObK6yI",0
"@schultchristoph @SPIEGELONLINE Na, vielleicht wird Deutschland mit Merz eine Aktiengesellschaft in Blackrock wird Hauptaktionär.😁
Dabei hätte ich doch so gern die Gesichter der Nationalisten-Trottel gesehen, wenn die merken, dass die große Umvolkung flach fällt.😂😂😂",0
"@freitweeter @AlphaLei1 @AfDimBundestag A) von welcher Minderheit reden sie?
B) in welchen völkerrechtlichen Verträgen ist das geregelt?
C) umvolkung, geht’s nicht noch ne Nummer größer?",0
"@Pechkehabt @MDRAktuell Im umgekehrten Fall könnten unsere stolzen Arier gar nicht laut genug ""Umvolkung!!!"" brüllen und ""trauern"".",1
"@bahcivanbozorg @DoraGezwitscher Pfff ist mir doch egal😤😤😤Ich lasse mir den Mund nicht verbieten!!!Ja Überfremdung,nein noch besser eine Umvolkung findet statt,laut GG,dass sillte strafrechtlich verfolgt werden,nix anderes!!!Der deutsche Verfassungsschutz kann mir mal die Pupe schmatzen!!!",0
"@Neodeutscher @BjoernHoecke Man sollte weder pauschal sagen, dass man nichts macht um die Beobachtung zu vermeiden, noch dass man alles dafür macht.

Stattdessen muss zu jedem Begriff der Standpunkt geklärt werden.

""Umvolkung"" kann man ersetzen.

Der Begriff ""Altparteien"" sollte eher verteidigt werden.",1
"Wann hat eigentlich dieser Bevölkerungsaustausch stattgefunden, bei dem anständige Leute flächendeckend durch Idioten und Arschgeigen ersetzt wurden? https://t.co/Mg1z8NL13J",0
"@TommyEckhard @ibikus31 Die Ratten wissen , das wir keine Moslems wollen .... Umvolkung läuft !!!",1
"Bundestag sagt Ja zur Umvolkung, Säuberungen in der AfD?: Die Woche COMPACT https://t.co/2Q0RSxLiO3 via @YouTube",1
"Bundestag sagt Ja zur Umvolkung, Säuberungen in der AfD?: Die Woche COMPACT https://t.co/bgVjHu7uVw via @YouTube",1
"@MariamLau1 Welcher passendere Terminus als ""Bevölkerungsaustausch"" beschreibt denn den sukzessiven Austausch der Bevölkerung?",1
"Ich mag das @YouTube-Video: https://t.co/dAbfN5c0IS Bundestag sagt Ja zur Umvolkung, Säuberungen in der AfD?: Die Woche COMPACT",1
@verusoss1 Grade Merkel und Macron und die UN und NWO führen Europa in den dritten Weltkrieg mit ihrer Politik der Umvolkung und haben Europa destabilisiert mit Massenmigration. In Frankreich Bürgerkriegsähnliche Zustände.,1
"@JuliaThom12 @AfD ""...auf den Charakter des Staates als des Nationalstaats dieses Volkes gravierend auswirkt, ohne das Volk zu fragen, macht sie sich selbst zum Souverän. Das ist mit dem Prinzip der Volkssouveränität nicht vereinbar."" (Dietrich Murswiek/Staatsrechtler) #Umvolkung #Migrationspakt",1
Umvolkung ist auch scheiße wenns durch Christen passiert. Keine solidrität mit 🐵🐁 https://t.co/oc6yOFX1Fo,0
@ChristophDienes @sebastiankurz Welche Umvolkung? Und sie sind ein dummer Antisemit.,0
AfD schießt ein Eigentor https://t.co/mxZkCe7a9E via @WEBDE_News,0
"@AfDimBundestag Früher, ein Nachrichten-Magazin.Heute ist der Spiegel nur noch   Propaganda-Blatt zum Machterhalt der linksgrünen Parteien und zum diffamieren der #AfD. So arbeitet der von linksgrünen Politikern  ernannte Verfassungsschutz. Begriffe wie""Umvolkung"",sind gegen die linksgrüne Macht",1
"@willrosenblatt @GehrigJuliana @SawsanChebli Nur, wenn es Deutsche sind. Du weißt schon, Umvolkung und so 😉",0
"Auch die Verwendung von Begriffen wie ""Systemparteien"", ""Umvolkung"", ""Großer Austausch"", ""Volkstod"" oder die Verunglimpfung von Flüchtlingen als ""Invasoren"" sehen Verfassungsschützer demnach als Hinweis auf verfassungsfeindliche Bestrebungen. lache",0
umvolkung nach vorne ficken na klar,0
"Alter Geist aus neuen Hälsen - oder: Wenn die Wortwahl entblößt...
https://t.co/KLii33jK51",0
@Hildebrandt1510 @HerrMarabu Wie wäre es mit einer sogenannten umvolkung?,0
"Bundestag sagt Ja zur Umvolkung, Säuberungen in der AfD?: Die Woche COMPACT https://t.co/XhUOfjgVz5 via @YouTube",1
@RogerBeckamp auch für dieses Exemplar wird es eng mit der #Resozialisierung wenn die #AFD-Sekte #ausgehetzt hat. #Umvolkung #Gutachten #Murswiek,0
@Junge_Freiheit Das kommunistisch regierte Berlin hat überhaupt kein Interesse an einer Abschiebung. Denen geht es einzig um eine möglichst rasche Umvolkung .,1
@Joerg_Meuthen Sie wollen Ihren Mitgliedern einen Maulkorb bzgl. nationalem Gedankengut auferlegen. Worte wie z.B. Umvolkung (Herr Gauland) stehen auf der schwarzen Liste. Was unterscheidet Sie noch von Frau Petry in ihren letzten Tagen? Wofür steht die AfD dann noch?,0
@Irene97652350 @ibikus31 @Heinrich_Krug Umvolkung ist bereits im Gange ... Nur noch AfD wählen ....!!!!,1
@Blitzdeport's account has been withheld in Germany based on local law(s). Learn more.,0
"@hanvoi Starke Meinung. Aber kann man auch bezweifeln. Höcke? Chemnitz? Umvolkung? Gibt wohl doch eine offene Flanke, übrigens auch bei uns in Bayern.",0
@Ralf_Stegner Da läuft wohl eine Wette ob sie wirklich noch zwei Jahre brauchen die #SPD dem Erdboden gleich zu machen. Immerhin die Umvolkung geht mit Vollgas weiter da war man sich sofort einig.,1
Wenn das zur Beobachtung durch den Verfassungsschutz führt lach ich mich schlapp 😂😂😂😂😂😂AfD schießt ein Eigentor - via GMX https://t.co/74WOd7uXZ3,0
"Linke: Der Großer Austausch ist eine Verschwörungstheorie paranoider Rechter. 
Auch linke: wir brauchen bis 2050 etwa 200 Millionen Migranten um nicht Kollektiv an Altersschwäche abzukratzen",1
"Internes Gutachten für die AfD: Vorsicht bei ""Umvolkung"" | https://t.co/IEg5Plw4Jb
#Freiburg #afdwirkt  https://t.co/7FvDBMrtg0",0
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"Bundestag sagt Ja zur Umvolkung, Säuberungen in der AfD?: Die Woche COMPACT https://t.co/HoFzJJAFnA via @YouTube",1
@schwerin19055 @cem_oezdemir Klar. Ablenken. Damit wir nix von der Umvolkung mitbekommen. #Dankemerkel #woismeinAluhut,0
"@tagesschau Apropos Groko! Wir haben ja keine Arbeitslosen!

""Fachkräfte? GroKo wirbt heimlich 50.000 arbeitslose Türken an – Kost und Logis frei""

#Bevölkerungsaustausch

https://t.co/H9gEbCn7Zq",1
"@Walnusskipferl Außer Roscher-Meinel gibt es nur einen, der es schafft, in einem kurzen tweet mindestens 4 (vier!) Lügen unterzubringen: Maximilian Krah.
Malte Kaufmann schafft nur 1-2, v. Storch ca. 2 (mit gefühlt 100 #).
""Umvolkung"" ist alerdings die mit Abstand dümmste.
#sogAfD",0
"Die Folgen des #Migrationspakt|s visuell dargestellt. Ich kann es nicht oft genug teilen:
#Flüchtlinge #Umvolkung #Migration #Trump #BuildTheWall #BuildTheWallNow #FestungEuropa https://t.co/xH6UQ71NXw",1
"Der Bevölkerungsaustausch hat begonnen. Deutsche werden auf- u. durchgemischt. Die nationale Souveränität, Identität, Werte, Traditionen...werden aufgegeben, es gibt künftig nur noch ein MultiKulti-Europa! Leute, wehrt euch!
 https://t.co/zitMhAIka0",1
"@che_notte @OnymOnymO Another one:

Umvolkung in-a-nutshell",1
@RogerBeckamp @AfD_Thueringen @Helferich_AfD Wieso? Umvolkung.,1
"@MichaelRueter @spdde Blödsinn...
Es geht darum...die weitere finanzielle Ausbeutung des DEUTSCHEN VOLKES zu beenden...
Es geht darum...weitere Umvolkung zu stoppen &amp; die nationale Identität zu bewahren...
Es geht darum...weitere verb. der SOZEN zu verhindern...",1
Das ist schon der innere Bevölkerungsaustausch von Helmut Schmidt und von Dohnanyi etc zu linksextremen Sozialistendemokraten. https://t.co/0jOh3eZuDY,1
"@Twinnz4you @AliCologne Ich weiß sie wurden eingebürgert...dann kann man sie erst recht nicht zurückschicken....das ist es ja, die umvolkung findet hier doch auch statt. Die Flüchtlinge hier in Europa werden bleiben, und die in der Türkei auch.",1
"@welt Leider bietet Schäfer-Gümbel nur wieder veraltete Lösungen für Neidhammel an. Das Problem #Umvolkung, kriminelle Ausländer, Messerattacken und illegale Einwanderung kennt er nicht.",1
"Bundestag sagt Ja zur Umvolkung, Säuberungen in der AfD?: Die Woche COMPACT https://t.co/8gV75ULQAt via @YouTube",1
"@Steinhoefel Außerdem hat er KEINEN Krieg begonnen, auch nicht gegen die eigene Bevölkerung, keine Automobilindustrie an den Rand des Ruins getrieben, die Arbeitnehmer nicht um deren Rente betrogen, keine Islamisierung i. d. Wege geleitet und auch keinen Bevölkerungsaustausch gestartet. DANKE",0
